Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
WBI9XI8V,newspaperArticle,2016,"Silverman, Ed","On refunds, drug maker Merck wants it both ways",Boston Globe,,7431791,,http://search.proquest.com/docview/1787585893/abstract/4A1BA8517ABB4E94PQ/38,"In Rosenblatt's view, this kind of monetary incentive to deliver replicable data could act as a safeguard against sloppy investigators and institutions -- ""precisely the leverage points for change,"" as he put it. [...]even if the research community could agree on a set of reproducibility standards, David added, ""building what amounts to an insurance market doesn't seem like the right solution.""",2016-05-09,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-15 02:12:03,C.1,,,,,,,,,,,,"Boston, MA",English,"(c) The Boston Globe May 09, 2016",,,,ProQuest,,,,,,ProQuest,Pharmaceutical industry; Medical research; General Interest Periodicals--United States; Research & development--R&D; Researchers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,,
KK9HDIBX,newspaperArticle,2016,"Helgerman, Thomas",Who's soft? Social sciences are in fact scientific,"The Pitt News, University of Pittsburgh",,,,http://search.proquest.com/docview/1779517909/abstract/4A1BA8517ABB4E94PQ/42,"[...]the results in the natural sciences are generally seen as more definite than those in the social sciences, as conflicting evidence seems to appear more often in the latter. [...]the 2005 article ""Why Most Published Research Findings Are False,"" argues from a probabilistic standpoint that the push for novel results and lack of replication has grave implications for scientific work.",2016-04-08,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-15 02:19:25,,,,,,,Who's soft?,,,,,,"Pittsburgh, PA",English,"© 2016 UWIRE, a division of Uloop",,,,ProQuest,,,,,,ProQuest,Research; Social sciences; Physics; Students; General Interest Periodicals--United States; Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,News,,,,
75V6GLMD,newspaperArticle,2018,"Tracey, Alice","From the Stanford prison experiment to Milgram, U-M Department of Psychology on reflect controversy in the field","Michigan Daily, University of Michigan",,,,http://search.proquest.com/docview/2102532078/citation/4A1BA8517ABB4E94PQ/30,,2018-09-11,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-15 02:09:41,,,,,,,,,,,,,"Ann Arbor, MI",English,"© 2018 UWIRE, a division of Uloop",,,,ProQuest,,,,,,ProQuest,Prisons; Psychology; Experiments; Methods; General Interest Periodicals--United States; Studies; Research methodology; Teaching; Textbooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,News,,,,
I23WW4HF,newspaperArticle,2015,"Oransky, Ivan",Unlike a Rolling Stone: Is Science Really Better Than Journalism at Self-Correction?,The Epoch Times,,,,http://search.proquest.com/docview/1768310812/abstract/4A1BA8517ABB4E94PQ/40,"[...]only publishing that result doesn't make your findings valid. Because the entire scientific community, from the junior researchers to the editorsin- chief, are vulnerable to the same sort of credulity from which Rolling Stone's editors suffered, which is a particular form of confirmation bias. [...]entire related fields can see those dips.",2015-04-17,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-15 02:12:06,A11,,,,,,Unlike a Rolling Stone,,,,,,"New York, NY",English,"Copyright The Epoch Times Apr 17, 2015",,,,ProQuest,,,,,,ProQuest,Scientists; Science; General Interest Periodicals--United States; Studies; Hypotheses; Hypothesis testing; Asian/Pacific Islander; Bias; General Interest Periodicals--China; Journalism; Journals; Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPINION,,,,
U3QYKEM7,newspaperArticle,2016,"Saltelli, Andrea",The fallacy of evidence-based policy,National Post,,14868008,,http://search.proquest.com/docview/1796403408/abstract/4A1BA8517ABB4E94PQ/46,"[...]evidencebased policy becomes an instrument of ""persuasion,"" defined as what the leadership uses to control attitudes and opinions of the ruled.",2016-06-14,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-15 02:19:36,FP.7,,,,,,,,,,,,"Don Mills, ON, Canada",English,(Copyright (c) 2016 Postmedia Network Inc. All rights reserved.),,,,ProQuest,,,,,,ProQuest,science; andrea; excerpts; saltelli; seven; verge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FP Comment,,,,
ZWEFQR55,newspaperArticle,2017,"Balevic, Katie","NPR correspondent visits UT, says journalists should be wary of scientific findings",The Daily Texan,,,,http://search.proquest.com/docview/1959047400/citation/4A1BA8517ABB4E94PQ/49,,2017-11-03,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-15 02:19:47,,,,,,,,,,,,,"Austin, TX",English,"© 2017 UWIRE, a division of Uloop",,,,ProQuest,,,,,,ProQuest,Scientists; Science; General Interest Periodicals--United States; Studies; Journalism; Journalists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,News,,,,
YPGBUHSC,newspaperArticle,2017,"Laframboise, Donna",The dangers of peer pressure,National Post,,14868008,,http://search.proquest.com/docview/1911481495/citation/4A1BA8517ABB4E94PQ/55,,2017-06-20,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-15 02:20:10,FP.9,,,,,,,,,,,,"Don Mills, ON, Canada",English,(Copyright (c) 2017 Postmedia Network Inc. All rights reserved.),,,,ProQuest,,,,,,ProQuest,prevention; bullying; canada; suicide; topic; whether,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FP Comment,,,,
C9TVV5TD,newspaperArticle,2013,"Cicconet, Marcelo",Reproducability needs to be re-emphasized,Washington Square News,,,,http://search.proquest.com/docview/1463007163/abstract/4A1BA8517ABB4E94PQ/58,"In another example, a company in Germany found only a quarter of the published research backing its research and development projects could be reproduced.",2013-12-03,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-15 02:20:22,,,,,,,,,,,,,"New York, NY",English,"© 2013 UWIRE, a division of Uloop",,,,ProQuest,,,,,,ProQuest,Science; Medical research; General Interest Periodicals--United States; Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion,,,,
7K762M4N,newspaperArticle,2013,"Gopinath, C.",Research blues in social sciences,Businessline,,,,http://search.proquest.com/docview/1346515582/abstract/4A1BA8517ABB4E94PQ/60,"The other problem that complicates social science research is the difficulty of establishing cause and effect relationships between variables due to the many variables that can affect the situation, and the inability to keep all the other intervening variables constant, or trying to control them. [...]conclusions are provided with various caveats about the weaknesses of the study and the limitations on generalisability.",2013-04-28,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-15 02:20:29,,,,,,,,,,,,,"Chennai, India",English,"Copyright Kasturi and Sons Ltd Apr 28, 2013",,,,ProQuest,,,,,,ProQuest,Social sciences; Studies; Business And Economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C Gopinath,,,,
RUIJTZQE,newspaperArticle,2018,,Reports on Gender and Health from Uppsala University Provide New Insights,Women's Health Weekly,,10787240,,,,2018-02-08,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-14 01:59:09,188,,,,,,,,,,,,"Atlanta, GA",English,"Copyright 2018, NewsRx LLC",,,,ProQuest,,,,,,ProQuest,Europe; Sweden; Gender and Health; Gender Health; Health and Medicine; Uppsala; Women's Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J9BT7WUA,newspaperArticle,2016,"Schumacher, William","On the ""Reproducibility Crisis"" in the Sciences","The Student Life, Ponoma College",,,,http://search.proquest.com/docview/1772400041/abstract/A25B2587115B4028PQ/1,"Without going into the gory mathematical details, the paper makes a statistical argument that given the small sample size and measured effects of most published scientific studies, it is probable that most of their conclusions are false.",2016-03-11,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-14 12:15:33,,,,,,,,,,,,,"Claremont, CA",English,"© 2016 UWIRE, a division of Uloop",,,,ProQuest,,,,,,Philosophy; Life sciences; Psychology; Humanities; General Interest Periodicals--United States; ProQuest; Philosophers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinions,,,,
9ESW8FM3,newspaperArticle,2017,"Harris, Richard","The Breakdown in Biomedical Research; Contaminated samples, faulty studies and inadequate training have created a crisis in laboratories and industry, slowing the quest for new treatments and cures",Wall Street Journal,,,,,,2017-04-07,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-14 12:15:40,n/a,,,,,,,,,,,,"New York, NY",English,"(c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.",,,,ProQuest,,,,,,Scientists; Science; Books; Laboratories; Drugs; Breast cancer; Pharmaceutical industry; Medical research; Experiments; ProQuest; Studies; Business And Economics; Funding; Researchers; Biomedical research; Research methodology; Bias; Amyotrophic lateral sclerosis; Clinical trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Life,,,,
X3JGFEWU,newspaperArticle,2016,"Gregory, Ben","A Crisis of Reproducible Proportions: Questioning What Science ""Knows"" to be True","The Student Life, Ponoma College",,,,http://search.proquest.com/docview/1764913744/abstract/A25B2587115B4028PQ/14,"Even though this finding sounds statistically conclusive, Nosek doesn't give it much weight, mostly because many scientists reject the idea that the difference between a true and false result is a single bright-line rule like the significance test; the real world is not so cut and dried. When comparing the correlation coefficient of original and replicated data, Nosek found that in 82 percent of experiments, the original effect size was larger than the reproduced, striking another blow against the reliability of these findings.",2016-02-12,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-14 12:15:40,,,,,,,A Crisis of Reproducible Proportions,,,,,,"Claremont, CA",English,"© 2016 UWIRE, a division of Uloop",,,,ProQuest,,,,,,Science; Psychology; Medical research; Experiments; General Interest Periodicals--United States; ProQuest; Studies; Researchers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Life-Style,,,,
ZYTS5P4T,newspaperArticle,2016,"Ather, Hussain",When you should trust a scientist,Indiana Daily Student,,,,http://search.proquest.com/docview/1768772189/abstract/4A1BA8517ABB4E94PQ/56,"A science-education curriculum focused on this productivity won't do justice to the true value of science and, as a result, leave future scientists ill-prepared for their careers.",2016-02-28,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-15 02:20:15,,,,,,,COLUMN,,,,,,"Bloomington, IN",English,"© 2016 UWIRE, a division of Uloop",,,,ProQuest,,,,,,ProQuest,Research; Science; General Interest Periodicals--United States; Researchers; Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,News,,,,
FS27XR8S,newspaperArticle,2018,"Visalli, Joe",Better Data Analysis Would Raise Reproducibility Rates,Wall Street Journal,,,,http://search.proquest.com/news/docview/2034418689/citation/F767E18BC08F4CCFPQ/1,,2018-05-04,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-14 01:59:07,n/a,,,,,,,,,,,,"New York, NY",English,"(c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.",,,,ProQuest,,,,,,ProQuest,Data analysis; Business And Economics; Researchers; Environmental science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion,,,,
6KBSZTFK,newspaperArticle,2017,,Is Global Warming Science Just A Fraud?,Investor's Business Daily,,10612890,,http://search.proquest.com/docview/1871686085/abstract/A25B2587115B4028PQ/5,"Climate Change:We're often told by advocates of climate change that the ""science is settled."" But in fact, ""science"" itself is in a deep crisis over making claims it can't back up, especially about climate. As BBC News Science Correspondent Tom Feilden noted last week, ""Science is facing a 'reproducibility crisis' where more than two-thirds of researchers have tried and failed to reproduce another scientist's experiments, research suggests."" This",2017-02-24,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-14 12:15:35,,,,,,,,,,,,,"Los Angeles, CA",English,Copyright 2017 Investor's Business Daily,,,,ProQuest,,,,,,Scientists; Experiments; ProQuest; Studies; Business And Economics--Investments; Climate change; Global warming; Climate science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Politics,,,,
RWJ5ZQGQ,newspaperArticle,2018,"Wood, Peter; Randall, David","How Bad Is the Government's Science? Policy makers often cite research to justify their rules, but many of those studies wouldn't replicate.",Wall Street Journal,,,,http://search.proquest.com/docview/2025438504/citation/A25B2587115B4028PQ/6,,2018-04-16,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-14 12:15:35,n/a,,,,,,How Bad Is the Government's Science?,,,,,,"New York, NY",English,"(c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.",,,,ProQuest,,,,,,Research; Scientists; Standards; ProQuest; Business And Economics; Business And Economics--Banking And Finance; Researchers; Education policy; Science education; Scientific method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion,,,,
ALAYQSGF,newspaperArticle,2016,"Doidge, Norman",Hats Off,Australian Financial Review,,4042018,,http://search.proquest.com/docview/1775153216/abstract/A25B2587115B4028PQ/15,"Oliver Sacks was never quite done with living. Norman Doidge, who visits Australia in May, recalls a man who insisted medicine is about individuals. In February, 2015, neurologist Oliver Sacks...",2016-03-24,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-14 12:15:41,32,,,,,,HATS OFF,,,,,,"Melbourne, Australia",English,(Copyright (c) 2016 Fairfax Media Publications Pty Limited. www.afr.com. Not available for re-distribution.),,,,ProQuest,,,,,,Cancer; Books; ProQuest; Business And Economics--Public Finance; Taxation; Essays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ideas,,,,
4QGKC2VN,newspaperArticle,2017,"Phan, Duy",The reproducibility crisis in neuroscience,The Johns Hopkins News-Letter,,,,http://search.proquest.com/docview/1873410417/abstract/A25B2587115B4028PQ/18,"[...]the majority of scientific work escapes the test of reproduction, since scientific journals are focused on novelty rather than replication.The STAP stem cell swept the scientific world like a storm, bringing promise of new paradigms for stem cell research and perhaps even stem-cell based treatments for diseases.[...]one way to address the reproducibility crisis is to advocate for the simplest experiments possible that can still provide evidence for a hypothesis.",2017-03-02,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-14 12:15:42,,,,,,,,,,,,,"Baltimore, MD",English,"© 2017 UWIRE, a division of Uloop",,,,ProQuest,,,,,,Neurosciences; Science; Stem cells; Medical research; Experiments; General Interest Periodicals--United States; ProQuest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science-Technology,,,,
H8T682IB,newspaperArticle,2015,"Marcus, Adam; Oransky, Ivan",Getting the Bogus Studies Out of Science; Government funding should provide more incentives for replicating research,Wall Street Journal,,,,,"The House bill would increase funding for the National Institutes of Health (NIH) by $9.3 billion over five years to stimulate research into new treatments for cancer, Alzheimer's and other complex illnesses. According to a recent paper in the PLOS Biology journal by Leonard Freedman and colleagues, at least half of all such studies turn out to be flawed.",2015-08-19,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-14 12:15:42,n/a,,,,,,,,,,,,"New York, NY",English,"(c) 2015 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.",,,,ProQuest,,,,,,Scientists; Science; ProQuest; Studies; Business And Economics; Business And Economics--Banking And Finance; Funding; Biomedical research; Federal funding; Budgets; Cancer therapies; FDA approval; Government grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion,,,,
VWBKCUBF,newspaperArticle,2016,"Rosenberg, Paul",Project Censored,Santa Fe Reporter,,0744477X,,http://search.proquest.com/docview/1833935197/abstract/A25B2587115B4028PQ/10,"Sources: Epstein, [Robert Epstein], ""How Google Could Rig the 2016Election,""Politico, 2015; Frary, Mark, ""Whose World are You Watching? The Secret Algorithms Controlling the News We See,"" Index on Censorship 44, no. 4, 2015; Norden, Lawrence andFamighetti, Christopher, ""America's Voting Machines at Risk,"" Brennan Center for Justice, New York University School of Law, 2015; [Harvey Wasserman], interview by Goodman, Amy, ""Could the 2016Election be Stolen with Help from Electronic Voting Machines?"" Democracy Now!, 2016; [Bob Fitrakis], Bob and Wasserman, Harvey, ""Is the 2016Election Already Being Stripped & Flipped?,"" Free Press, 2016. Sources: [Dahr Jamail], Dahr, ""Radioactive Water from [Fukushima] is Leaking into the Pacific,"" Truthout, 2016; [Linda Pentz Gunter], Linda, ""No Bliss in This Ignorance: The Great Fukushima Nuclear Cover-Up,"" The Ecologist, 2016; [CelineMarie Pascale], Celine-Marie, ""Vernacular Epistemologies of Risk: The Crisis in Fukushima,"" Current Sociology, 2016. Sources: Greenberg, [Andy], ""Congress Slips CISA into a Budget Bill That's Sure to Pass,"" Wired, 2015; Thielman, Sam, ""CongressAdds Contested Cybersecurity Measures to 'MustPass' Spending [Bill Clinton],"" The Guardian, 2015; [Jason R Edgecombe], Jason R, ""Interim Guidelines to the Cybersecurity Information Sharing Act,"" TechCrunch, 2016; Blue, Violet, ""Where the Candidates Stand on Cyber Issues,"" Engadget, 2016. EU",2016-10-26,2020-07-13 16:53:32,2020-07-13 16:53:32,2018-10-14 12:15:38,12-17,,,,,,,,,,,,"Santa Fe, NM",English,"Copyright Santa Fe Reporter Oct 26-Nov 1, 2016",,,,ProQuest,,,,,,Privacy; Environment; Influence; Censorship; General Interest Periodicals--United States; ProQuest; Bills; Federal legislation; Inequality; Information sharing; Invasions; Medicare; News media; Success; Surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5RGHRUDQ,journalArticle,2018,"Miłkowski, Marcin; Hensel, Witold M.; Hohol, Mateusz",Replicability or reproducibility? On the replication crisis in computational neuroscience and sharing only relevant detail,Journal of Computational Neuroscience,,1573-6873,10.1007/s10827-018-0702-z,https://doi.org/10.1007/s10827-018-0702-z,"Replicability and reproducibility of computational models has been somewhat understudied by “the replication movement.” In this paper, we draw on methodological studies into the replicability of psychological experiments and on the mechanistic account of explanation to analyze the functions of model replications and model reproductions in computational neuroscience. We contend that model replicability, or independent researchers' ability to obtain the same output using original code and data, and model reproducibility, or independent researchers' ability to recreate a model without original code, serve different functions and fail for different reasons. This means that measures designed to improve model replicability may not enhance (and, in some cases, may actually damage) model reproducibility. We claim that although both are undesirable, low model reproducibility poses more of a threat to long-term scientific progress than low model replicability. In our opinion, low model reproducibility stems mostly from authors' omitting to provide crucial information in scientific papers and we stress that sharing all computer code and data is not a solution. Reports of computational studies should remain selective and include all and only relevant bits of code.",2018-10-31,2020-07-13 16:52:49,2020-07-13 16:52:49,2018-11-20 18:43:59,,,,,,J Comput Neurosci,Replicability or reproducibility?,,,,,,,en,,,,,Springer Link,,,,,,PubMed,Computational modeling; Direct and conceptual replication; Methodology of computational neuroscience; Replication and reproduction; Replication studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7Q4YZZ8I,journalArticle,2017,"Szucs, Denes; Ioannidis, John P. A.",When Null Hypothesis Significance Testing Is Unsuitable for Research: A Reassessment,Frontiers in Human Neuroscience,,1662-5161,10.3389/fnhum.2017.00390,,"Null hypothesis significance testing (NHST) has several shortcomings that are likely contributing factors behind the widely debated replication crisis of (cognitive) neuroscience, psychology, and biomedical science in general. We review these shortcomings and suggest that, after sustained negative experience, NHST should no longer be the default, dominant statistical practice of all biomedical and psychological research. If theoretical predictions are weak we should not rely on all or nothing hypothesis tests. Different inferential methods may be most suitable for different types of research questions. Whenever researchers use NHST they should justify its use, and publish pre-study power calculations and effect sizes, including negative findings. Hypothesis-testing studies should be pre-registered and optimally raw data published. The current statistics lite educational approach for students that has sustained the widespread, spurious use of NHST should be phased out.",2017,2020-07-13 16:52:49,2020-07-13 16:52:49,,390,,,11,,Front Hum Neurosci,When Null Hypothesis Significance Testing Is Unsuitable for Research,,,,,,,eng,,,,,PubMed,,PMID: 28824397 PMCID: PMC5540883,,,http://www.ncbi.nlm.nih.gov/pubmed/28824397,PubMed,replication crisis; null hypothesis significance testing; Bayesian methods; false positive findings; research methodology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WB4FE73J,magazineArticle,2018,"Bartlett, Tom",‘I Want to Burn Things to the Ground’,Chronicle of Higher Education,,0009-5982,,http://www.chronicle.com/article/I-Want-to-Burn-Things-to/244488,,2018-09-11,2020-07-13 16:56:23,2020-07-13 18:22:03,2018-09-14 11:39:36,,,,,,,,,,,,,,en-US,,,,,The Chronicle of Higher Education,,,,,,Hand search; Hand search NCN; NexisUni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ITARJ73,newspaperArticle,2017,"Guillen, Michael",Has science lost its way?,Fox News,,,,http://www.foxnews.com/opinion/2017/04/27/has-science-lost-its-way.html,"There were many impassioned political orations delivered at Saturday’s so-called March for Science. Sadly, I heard nothing about the truly serious problem plaguing science today.",2017-04-27,2020-07-13 16:56:22,2020-07-13 18:22:03,2017-04-29 14:46:07,,,,,,,,,,,,,,en-US,,,,,,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGR4G5L7,journalArticle,2016,"Justice, Monica J.; Dhillon, Paraminder",Using the mouse to model human disease: increasing validity and reproducibility,Disease Models & Mechanisms,,"1754-8403, 1754-8411",10.1242/dmm.024547,http://dmm.biologists.org/content/9/2/101,"Skip to Next Section Experiments that use the mouse as a model for disease have recently come under scrutiny because of the repeated failure of data, particularly derived from preclinical studies, to be replicated or translated to humans. The usefulness of mouse models has been questioned because of irreproducibility and poor recapitulation of human conditions. Newer studies, however, point to bias in reporting results and improper data analysis as key factors that limit reproducibility and validity of preclinical mouse research. Inaccurate and incomplete descriptions of experimental conditions also contribute. Here, we provide guidance on best practice in mouse experimentation, focusing on appropriate selection and validation of the model, sources of variation and their influence on phenotypic outcomes, minimum requirements for control sets, and the importance of rigorous statistics. Our goal is to raise the standards in mouse disease modeling to enhance reproducibility, reliability and clinical translation of findings.",2016-02-01,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-10-18 20:02:56,101-103,,2,9,,,Using the mouse to model human disease,,,,,,,en,"© 2016. Published by The Company of Biologists Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0), which permits unrestricted use, distribution and reproduction in any medium provided that the original work is properly attributed.",,,,dmm.biologists.org,,PMID: 26839397,,,http://www.ncbi.nlm.nih.gov/pubmed/26839397,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TQV7BHKI,journalArticle,2015,"Buck, Stuart",Solving reproducibility,Science,,"0036-8075, 1095-9203",10.1126/science.aac8041,http://science.sciencemag.org/content/348/6242/1403,"![Figure][1]</img> PHOTO: LAURA AND JOHN ARNOLD FOUNDATION The reproducibility problem in science is a familiar issue, not only within the scientific community, but with the general public as well. Recent developments in social psychology (such as fraudulent research by D. Stapel) and cell biology (the Amgen Inc. and Bayer AG reports on how rarely they could reproduce published results) have become widely known. Nearly every field is affected, from clinical trials and neuroimaging, to economics and computer science. Obvious solutions include more research on statistical and behavioral fixes for irreproducibility, activism for policy changes, and demanding more pre-registration and data sharing from grantees. Two Perspectives in this issue (pp. [1420][2] and [1422][3]) describe how journals and academic institutions can foster a culture of reproducibility. Transparency is central to improving reproducibility, but it is expensive and time-consuming. What can be done to alleviate those obstacles? ![Figure][1]</img> “Transparency is central to improving reproducibility…”  PHOTO: © EDWARD ROZZO/CORBIS Most scientists aspire to greater transparency, but if being transparent taps into scarce grant money and requires extra work, it is unlikely that scientists will be able to live up to their own cherished values. Thus, one of the most effective ways to promote high-quality science is to create free open-source tools that give scientists easier and cheaper ways to incorporate transparency into their daily workflow: from open lab notebooks, to software that tracks every version of a data set, to dynamic document generation. Moreover, scientists who use open-source software are not locked into proprietary software platforms with unclear monetization plans. If philanthropy or government funds new tools that the open-source community can iterate and improve on, the per-dollar return on investment can far exceed the costs. Infrastructural tools are now available, or in development, that should help to catalyze a change in scientific transparency. One example is the Open Science Framework (OSF), a free and open-source software platform for managing scientific workflow (supported by the Laura and John Arnold Foundation in partnership with the Center for Open Science). Among its many features, this platform can enable scientists to easily track the history of all versions of every document or data set and the exact contributions made by each team member. All project materials can be given persistent identifiers, and the tracking of provenance allows any subsequent research project to give proper credit to the original. Projects using this platform include the Shared Access Research Ecosystem project of the Association of Research Libraries and its partners. This project endeavors to connect scholarly metadata and allow the identification of various elements of a research project, such as grant proposals, journal articles, and data repository information. Open-source platform innovations are growing. Other examples include the iPython project (supported largely by the Alfred P. Sloan Foundation), which offers a web-based computing notebook for users to create documents such as code, computational results, and narrative explanations. Although originally developed around the Python language, the project has expanded to cover other languages (such as R) under the banner of Project Jupyter. The Galaxy Project (funded by the U.S. National Science Foundation and others) provides a web-based platform for “data-intensive” biomedical research; and for managing bioinformatics and phylogenetic research on plants, there is the iPlant Collaborative. The scientific community cannot depend entirely on volunteers or the private market to develop free platforms that address specialized scientific needs and encourage greater reproducibility. Ultimately, the infrastructure supporting science is a public good, just like the knowledge it produces. By supporting such infrastructure, the public and philanthropic sectors can make it painless for researchers to live up to their own values of openness and rigor.  [1]: pending:yes  [2]: /lookup/doi/10.1126/science.aab3847  [3]: /lookup/doi/10.1126/science.aab2374",2015-06-26,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-10-29 19:41:49,1403-1403,,6242,348,,,,,,,,,,en,"Copyright © 2015, American Association for the Advancement of Science",,,,science.sciencemag.org,,PMID: 26113692,,,http://www.ncbi.nlm.nih.gov/pubmed/26113692,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN5MFR97,journalArticle,2015,"Alberts, Bruce; Cicerone, Ralph J.; Fienberg, Stephen E.; Kamb, Alexander; McNutt, Marcia; Nerem, Robert M.; Schekman, Randy; Shiffrin, Richard; Stodden, Victoria; Suresh, Subra; Zuber, Maria T.; Pope, Barbara Kline; Jamieson, Kathleen Hall",Self-correction in science at work,Science,,"0036-8075, 1095-9203",10.1126/science.aab3847,http://science.sciencemag.org/content/348/6242/1420,Improve incentives to support research integrity Improve incentives to support research integrity,2015-06-26,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-04-05 15:16:02,1420-1422,,6242,348,,,,,,,,,,en,"Copyright © 2015, American Association for the Advancement of Science",,,,science.sciencemag.org,,PMID: 26113701,,; ,http://www.ncbi.nlm.nih.gov/pubmed/26113701; http://www.ncbi.nlm.nih.gov/pubmed/26113701,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
