Name,File Size (paragraphs),Kappa,Agreement,A And B (%),Not A And Not B (%),Disagreement,A And Not B (%),B And Not A (%)
"Nodes\\Stakes of the crisis\Legitimacy of science : Gordon, Ascelin & Fidler, Fiona (2013)",53,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Ioannidis, John P. A. (2005)",169,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,10.71,89.29,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Pashler, Harold & Harris, Christine R. (2012)",73,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,1.52,98.48,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0.55,99.45,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Yong, Ed (2018) (2)",33,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Legitimacy of science : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Change expectations about science\General public expectations,"",0.7,99.48,0.61,98.87,0.52,0.16,0.36
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Gelman, Andrew (2018)",121,0,98.35,0,98.35,1.65,1.65,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Kummer, Larry & Editor (2016)",313,0,99.68,0,99.68,0.32,0,0.32
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Lilienfeld, Scott O. (2017)",79,0,97.47,0,97.47,2.53,0,2.53
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Murphy, Kate (2017)",32,0,96.88,0,96.88,3.12,0,3.12
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Pashler, Harold & Harris, Christine R. (2012)",73,0,98.63,0,98.63,1.37,0,1.37
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Rehman, Jalees (2013)",57,0,98.25,0,98.25,1.75,1.75,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0,99.39,0,99.39,0.61,0.61,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Freedman, David H. (2010)",54,0.71,90.74,14.81,75.93,9.26,1.85,7.41
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Yong, Ed (2018) (2)",33,0.78,96.97,6.06,90.91,3.03,0,3.03
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,0.79,97.85,4.3,93.55,2.15,2.15,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Laframboise, Donna (2018)",39,1,100,2.56,97.44,0,0,0
Nodes\\Sources and solutions\Change expectations about science\General public expectations : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Change expectations about science\General public expectations : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Bak, Thomas H. (2016)",137,1,100,2.92,97.08,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Earp, Brian D. & Trafimow, David (2015)",253,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Change expectations about science\General public expectations : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Fanelli, Daniele (2018)",61,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Gibney, Elizabeth (2012)",45,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Gopinath, C. (2013)",26,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Gordon, Ascelin & Fidler, Fiona (2013)",53,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Ioannidis, John P. A. (2005)",169,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Vazire, Simine (2018)",102,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Change expectations about science\General public expectations : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings,"",0.7,99.7,0.36,99.34,0.3,0.23,0.07
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Doidge, Norman (2016)",134,0,98.51,0,98.51,1.49,1.49,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Freedman, David H. (2010)",54,0,98.15,0,98.15,1.85,0,1.85
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,0,99.38,0,99.38,0.62,0.62,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Gordon, Ascelin & Fidler, Fiona (2013)",53,0,98.11,0,98.11,1.89,0,1.89
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Rehman, Jalees (2013)",57,0,96.49,0,96.49,3.51,3.51,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0,99.39,0,99.39,0.61,0.61,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Kummer, Larry & Editor (2016)",313,0.33,98.72,0.32,98.4,1.28,1.28,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Gopinath, C. (2013)",26,0.78,96.15,7.69,88.46,3.85,3.85,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Lilienfeld, Scott O. (2017)",79,1,100,2.53,97.47,0,0,0
Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Bak, Thomas H. (2016)",137,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Earp, Brian D. & Trafimow, David (2015)",253,1,100,0.79,99.21,0,0,0
Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Fanelli, Daniele (2018)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Gelman, Andrew (2018)",121,1,100,1.65,98.35,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Gibney, Elizabeth (2012)",45,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Ioannidis, John P. A. (2005)",169,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Murphy, Kate (2017)",32,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Pashler, Harold & Harris, Christine R. (2012)",73,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Vazire, Simine (2018)",102,1,100,0.98,99.02,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Yong, Ed (2018) (2)",33,1,100,3.03,96.97,0,0,0
"Nodes\\Signs of crisis\Failures to replicate\Failure to replicate important findings : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0.93,99.07,0,0,0
Nodes\\Sources and solutions\Reporting\Transparency of data or methodology,"",0.73,97.63,3.4,94.23,2.37,0.92,1.45
Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : 2018 - Gender and Health - Gender Health; Reports on Gend,20,0,95,0,95,5,5,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Baker, Monya (2015) (2)",51,0,94.12,0,94.12,5.88,0,5.88
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Botkin-Kowacki, Eva (2016)",39,0,97.44,0,97.44,2.56,2.56,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Doctorow, Cory (2018)",28,0,96.43,0,96.43,3.57,3.57,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Fanelli, Daniele (2018)",61,0,98.36,0,98.36,1.64,0,1.64
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Freedman, David H. (2010)",54,0,98.15,0,98.15,1.85,1.85,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,0,85.99,0,85.99,14.01,0,14.01
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Price, Michael, 2011 & Am, 10~00 (2011)",53,0,98.11,0,98.11,1.89,1.89,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,0.18,95,0.62,94.38,5,4.38,0.62
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Gelman, Andrew (2018)",121,0.28,95.87,0.83,95.04,4.13,0,4.13
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,0.38,91.67,3.03,88.64,8.33,3.03,5.3
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0.62,97.55,2.14,95.41,2.45,0.92,1.53
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,0.63,92.85,7.14,85.71,7.14,7.14,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,0.65,95.63,4.37,91.26,4.37,0,4.37
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Laframboise, Donna (2018)",39,0.65,97.43,2.56,94.87,2.56,2.56,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,0.66,98,2,96,2,0.67,1.33
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Earp, Brian D. & Trafimow, David (2015)",253,0.66,99.21,0.79,98.42,0.8,0.4,0.4
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Diep, Francie (2018)",31,0.68,83.87,45.16,38.71,16.13,9.68,6.45
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Vazire, Simine (2018)",102,0.69,96.08,4.9,91.18,3.92,0.98,2.94
Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Editorial - 2013 - Announcement Reducing our irreproducibility,23,0.71,86.96,26.09,60.87,13.04,0,13.04
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,0.71,95.85,5.66,90.19,4.15,1.13,3.02
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Gordon, Ascelin & Fidler, Fiona (2013)",53,0.78,96.23,7.55,88.68,3.77,0,3.77
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,0.85,98.93,3.23,95.7,1.08,0,1.08
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Murphy, Kate (2017)",32,0.91,96.88,21.88,75,3.12,0,3.12
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Oransky, Ivan (2014)",123,1,100,0.81,99.19,0,0,0
Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Achenbach, Joel (2014)",61,1,100,4.92,95.08,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Bak, Thomas H. (2016)",137,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Gibney, Elizabeth (2012)",45,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Gopinath, C. (2013)",26,1,100,11.54,88.46,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Ioannidis, John P. A. (2005)",169,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,4.44,95.56,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Kummer, Larry & Editor (2016)",313,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Lilienfeld, Scott O. (2017)",79,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Lowe, Derek (2013) (2)",61,1,100,1.64,98.36,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Parsons, Sam (2017)",25,1,100,4,96,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Pashler, Harold & Harris, Christine R. (2012)",73,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Rehman, Jalees (2013)",57,1,100,1.75,98.25,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Yong, Ed (2018) (2)",33,1,100,3.03,96.97,0,0,0
"Nodes\\Sources and solutions\Reporting\Transparency of data or methodology : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Research methods\Pre-registration,"",0.76,99.69,0.5,99.19,0.31,0.1,0.21
"Nodes\\Sources and solutions\Research methods\Pre-registration : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,0,98.75,0,98.75,1.25,1.25,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Ioannidis, John P. A. (2005)",169,0,99.41,0,99.41,0.59,0,0.59
"Nodes\\Sources and solutions\Research methods\Pre-registration : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,0,97.22,0,97.22,2.78,0,2.78
"Nodes\\Sources and solutions\Research methods\Pre-registration : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0.58,97.86,1.53,96.33,2.14,0.61,1.53
"Nodes\\Sources and solutions\Research methods\Pre-registration : Lilienfeld, Scott O. (2017)",79,0.63,93.67,6.33,87.34,6.33,2.53,3.8
"Nodes\\Sources and solutions\Research methods\Pre-registration : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,0.66,99.55,0.44,99.11,0.44,0.44,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Vazire, Simine (2018)",102,0.74,98.04,2.94,95.1,1.96,0,1.96
Nodes\\Sources and solutions\Research methods\Pre-registration : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Research methods\Pre-registration : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
